��������,������,������,���,����

"Олдбой,8.1,Корея Южная,2003,""триллер, детектив"""
"Холодное лето пятьдесят третьего...,8.1,СССР,1987,""драма, криминал"""
"Лило и Стич,7.6,США,2002,""мультфильм, фантастика"""
ДМБ,7.8,Россия,2000,комедия
"Тор: Рагнарёк,7.6,""США, Австралия"",2017,""фантастика, фэнтези"""
"Республика ШКИД,8.2,СССР,1966,""драма, комедия"""
"Бёрдмэн,7.6,США,2014,""драма, комедия"""
"Одиннадцать друзей Оушена,8.1,США,2001,""криминал, триллер"""
"Как прогулять школу с пользой,7.9,Франция,2017,""драма, комедия"""
"Хороший год,7.7,""США, Великобритания"",2006,""драма, мелодрама"""
Найти Форрестера,7.8,США,2000,драма
"Гараж,8.0,СССР,1979,""драма, комедия"""
"Таинственная река,7.8,""США, Австралия"",2003,""триллер, драма"""
"Пила: Игра на выживание,7.8,США,2004,""ужасы, триллер"""
"Ван Гог. С любовью, Винсент,8.2,""Польша, Великобритания"",2017,""мультфильм, биография"""
"8 миля,7.7,США,2002,""драма, музыка"""
"Нокдаун,8.2,США,2005,""драма, мелодрама"""
"Такси 2,7.6,Франция,2000,""боевик, комедия"""
"1917,7.9,""США, Великобритания"",2019,""военный, боевик"""
"Законопослушный гражданин,8.0,США,2009,""боевик, триллер"""
"Безумный Макс: Дорога ярости,7.8,""Австралия, ЮАР"",2015,""боевик, фантастика"""
"Жизнь Пи,7.8,""США, Тайвань"",2012,""фэнтези, драма"""
"Афера,8.1,США,1973,""драма, комедия"""
"Парфюмер: История одного убийцы,7.7,""Германия, Франция"",2006,""фэнтези, драма"""
"Эйс Вентура: Розыск домашних животных,7.8,США,1993,""комедия, детектив"""
Остров,7.9,Россия,2006,драма
"Васаби,7.7,""Франция, Япония"",2001,""боевик, триллер"""
"Бегущий по лезвию 2049,7.7,""США, Великобритания"",2017,""фантастика, боевик"""
"Кролик Джоджо,7.9,""Новая Зеландия, Чехия"",2019,""комедия, военный"""
Нефть,7.8,США,2007,драма
"Фрида,7.9,""США, Мексика"",2002,""драма, мелодрама"""
"В случае убийства набирайте `М`,8.1,США,1954,""фильм-нуар, триллер"""
"Убойные каникулы,7.6,Канада,2010,""ужасы, комедия"""
"Лев,7.7,""Австралия, Великобритания"",2016,""драма, биография"""
"Университет монстров,7.6,США,2013,""мультфильм, фэнтези"""
"Полосатый рейс,8.0,СССР,1961,""комедия, семейный"""
"Один день,7.7,""США, Великобритания"",2011,""драма, мелодрама"""
"Танцующая в темноте,7.9,""Дания, Швеция"",2000,""мюзикл, драма"""
"Залечь на дно в Брюгге,7.8,""Великобритания, США"",2007,""комедия, криминал"""
"На гребне волны,7.8,""США, Япония"",1991,""боевик, триллер"""
"Вокзал для двоих,7.9,СССР,1982,""драма, мелодрама"""
"Миссис Даутфайр,7.7,США,1993,""драма, комедия"""
"Тутси,7.9,США,1982,""комедия, мелодрама"""
"Свой среди чужих, чужой среди своих,8.0,СССР,1974,""боевик, драма"""
"Иллюзионист,8.0,""США, Чехия"",2005,""драма, фэнтези"""
"Десять негритят,8.1,СССР,1987,""криминал, детектив"""
"Не пойман – не вор,7.8,США,2006,""триллер, драма"""
"Рыбка Поньо на утесе,7.9,Япония,2008,""аниме, мультфильм"""
"Невезучие,7.8,""Франция, Италия"",2003,""комедия, криминал"""
"Расправь крылья,8.0,""Франция, Норвегия"",2019,""драма, семейный"""
"Творение Господне,8.0,США,2004,""драма, биография"""
"Уличный кот по кличке Боб,7.6,Великобритания,2016,""драма, семейный"""
"Грязные танцы,8.0,США,1987,""драма, мелодрама"""
"Царство небесное,7.6,""США, Испания"",2005,""боевик, драма"""
"Суини Тодд, демон-парикмахер с Флит-стрит,7.7,""США, Великобритания"",2007,""мюзикл, ужасы"""
"Танцующий с волками,8.1,""США, Великобритания"",1990,""драма, вестерн"""
"Французский вестник. Приложение к газете «Либерти. Канзас ивнинг сан»,7.8,""США, Германия"",2021,""драма, мелодрама"""
"10 причин моей ненависти,7.8,США,1999,""драма, мелодрама"""
"Окно во двор,8.0,США,1954,""триллер, детектив"""
"Сад изящных слов,7.8,Япония,2013,""аниме, мультфильм"""
"Разрисованная вуаль,7.9,""США, Канада"",2006,""драма, мелодрама"""
"Однажды в Ирландии,7.6,Ирландия,2011,""триллер, комедия"""
"Амадей,8.2,""США, Франция"",1984,""драма, биография"""
"Рок-волна,7.9,""Великобритания, Франция"",2009,""драма, комедия"""
"Как приручить дракона 2,7.9,США,2014,""мультфильм, фэнтези"""
"Семья по-быстрому,7.4,США,2018,""драма, комедия"""
"Свадьба в Малиновке,8.0,СССР,1967,""мюзикл, комедия"""
"Еще одна из рода Болейн,7.7,""Великобритания, США"",2008,""драма, мелодрама"""
"Проверка на дорогах,8.0,СССР,1971,""драма, военный"""
"Джули и Джулия: Готовим счастье по рецепту,7.6,США,2009,""драма, мелодрама"""
"Белое солнце пустыни,8.0,СССР,1969,""боевик, драма"""
"Шёпот сердца,8.3,Япония,1995,""аниме, мультфильм"""
"Цветы войны,7.9,""Китай, Гонконг"",2011,""военный, боевик"""
"300 спартанцев,7.6,""США, Канада"",2007,""боевик, драма"""
"Второй шанс,7.7,США,2006,""криминал, спорт"""
"Легенды ночных стражей,7.5,""США, Австралия"",2010,""мультфильм, фэнтези"""
"Вечера на хуторе близ Диканьки,8.0,СССР,1961,""фэнтези, мелодрама"""
"Опасная игра Слоун,7.7,""США, Франция"",2016,""драма, криминал"""
"Любовное настроение,7.9,Гонконг,2000,""драма, мелодрама"""
"Пеле: Рождение легенды,7.6,США,2015,""биография, спорт"""
"Меня зовут Кхан,8.1,""Индия, США"",2010,драма"
"Полночь в Париже,7.7,""США, Испания"",2011,""фэнтези, мелодрама"""
"Грязь,7.6,""Великобритания, Германия"",2013,""криминал, комедия"""
"Сладкий ноябрь,7.7,США,2001,""драма, мелодрама"""
"101 далматинец,8.0,США,1961,""мультфильм, семейный"""
"Осенний марафон,8.0,СССР,1979,""драма, мелодрама"""
"Приключения Паддингтона 2,7.7,""Великобритания, Франция"",2017,""фэнтези, комедия"""
"Всегда говори `ДА`,7.8,""США, Великобритания"",2008,комедия"
"Не/смотря ни на что,7.5,Германия,2017,""комедия, драма"""
"Я шагаю по Москве,8.0,СССР,1963,""мелодрама, комедия"""
"Миллионер из трущоб,7.7,""Великобритания, США"",2008,""криминал, драма"""
"Человек, который изменил всё,7.7,США,2011,""биография, спорт"""
"Горбатая гора,7.6,""США, Канада"",2005,""вестерн, мелодрама"""
"Бункер,7.8,""Германия, Австрия"",2004,""драма, военный"""
